ax,ay,az,gx,gy,gz,mx,my,mz
0.02,-0.02,-1.01,-0.61,0.37,-0.43,-51.00,-11.00,-37.00
0.02,-0.02,-1.01,-0.55,0.06,-0.31,-54.00,-10.00,-41.00
0.02,-0.02,-1.01,0.31,0.18,-0.18,-54.00,-12.00,-39.00
0.02,-0.02,-1.01,-0.37,0.18,-0.31,-55.00,-11.00,-40.00
0.02,-0.02,-1.01,-0.37,0.24,-0.18,-54.00,-10.00,-41.00
0.02,-0.02,-1.01,-0.85,0.06,-0.24,-53.00,-13.00,-33.00
0.02,-0.02,-1.01,-0.49,0.12,-0.24,-52.00,-9.00,-35.00
0.02,-0.02,-1.01,-0.55,0.18,-0.31,-52.00,-10.00,-43.00
0.02,-0.02,-1.01,-0.31,0.31,-0.24,-55.00,-13.00,-36.00
0.02,-0.02,-1.01,-0.06,0.18,-0.24,-52.00,-13.00,-43.00
0.02,-0.02,-1.01,-0.31,0.06,-0.31,-52.00,-13.00,-38.00
0.02,-0.02,-1.01,-1.16,0.12,-0.31,-53.00,-10.00,-34.00
0.02,-0.02,-1.01,-0.79,0.12,-0.31,-54.00,-11.00,-37.00
0.02,-0.02,-1.01,-0.67,0.12,-0.31,-54.00,-9.00,-39.00
0.02,-0.02,-1.01,-0.49,0.00,-0.12,-52.00,-12.00,-34.00
0.02,-0.02,-1.01,-0.67,0.18,-0.31,-52.00,-12.00,-36.00
0.02,-0.02,-1.01,-0.73,0.12,-0.37,-53.00,-11.00,-38.00
0.02,-0.02,-1.01,-0.73,0.12,-0.24,-54.00,-14.00,-35.00
0.02,-0.02,-1.01,-0.37,0.18,-0.24,-52.00,-11.00,-39.00
0.02,-0.02,-1.01,-0.37,0.12,-0.24,-54.00,-11.00,-40.00
0.02,-0.02,-1.01,-0.31,0.24,-0.31,-52.00,-11.00,-38.00
0.02,-0.02,-1.01,-0.24,0.18,-0.31,-53.00,-11.00,-36.00
0.02,-0.02,-1.01,-0.67,0.12,-0.24,-53.00,-11.00,-37.00
0.02,-0.02,-1.01,-0.61,0.12,-0.31,-52.00,-10.00,-36.00
0.02,-0.02,-1.01,-0.55,0.18,-0.24,-52.00,-9.00,-37.00
0.02,-0.02,-1.01,-0.18,0.18,-0.24,-55.00,-10.00,-37.00
0.02,-0.02,-1.01,-0.43,0.18,-0.24,-53.00,-11.00,-37.00
0.02,-0.02,-1.01,-0.79,0.18,-0.31,-51.00,-10.00,-38.00
0.02,-0.02,-1.01,-0.67,0.06,-0.18,-52.00,-11.00,-43.00
0.02,-0.02,-1.01,-0.18,0.24,-0.24,-54.00,-13.00,-36.00
0.02,-0.02,-1.01,-0.61,0.12,-0.37,-52.00,-13.00,-35.00
0.02,-0.02,-1.01,0.06,0.24,-0.31,-54.00,-14.00,-38.00
0.02,-0.02,-1.01,-0.43,0.18,-0.31,-51.00,-11.00,-42.00
0.02,-0.02,-1.01,-0.37,0.12,-0.24,-53.00,-11.00,-39.00
0.02,-0.02,-1.01,-1.16,0.06,-0.24,-54.00,-13.00,-35.00
0.02,-0.02,-1.01,-0.85,0.18,-0.37,-53.00,-10.00,-38.00
0.02,-0.02,-1.01,-0.67,0.12,-0.37,-52.00,-11.00,-38.00
0.02,-0.02,-1.01,-0.85,0.18,-0.18,-54.00,-13.00,-37.00
0.02,-0.02,-1.01,-1.71,0.18,-0.37,-55.00,-12.00,-37.00
0.02,-0.02,-1.01,-0.37,0.18,-0.18,-54.00,-12.00,-40.00
0.02,-0.02,-1.01,-1.28,0.06,-0.24,-52.00,-13.00,-38.00
0.02,-0.02,-1.01,-0.43,0.24,-0.31,-54.00,-11.00,-38.00
0.02,-0.02,-1.01,-1.04,0.24,-0.31,-53.00,-11.00,-38.00
0.02,-0.02,-1.01,0.00,0.12,-0.24,-52.00,-11.00,-36.00
0.02,-0.02,-1.01,-0.24,0.18,-0.31,-51.00,-11.00,-36.00
0.02,-0.02,-1.01,0.06,0.24,-0.24,-53.00,-14.00,-39.00
0.02,-0.02,-1.01,-0.73,0.06,-0.24,-56.00,-13.00,-40.00
0.02,-0.02,-1.01,-0.61,0.18,-0.24,-55.00,-12.00,-36.00
0.02,-0.02,-1.01,-0.06,0.18,-0.31,-53.00,-12.00,-36.00
0.02,-0.02,-1.01,-0.24,0.18,-0.24,-52.00,-11.00,-40.00
0.02,-0.02,-1.01,-0.67,0.06,-0.24,-52.00,-11.00,-38.00
0.02,-0.02,-1.01,-0.67,0.18,-0.31,-54.00,-9.00,-41.00
0.02,-0.02,-1.01,-0.06,0.12,-0.31,-53.00,-12.00,-39.00
0.02,-0.02,-1.01,-0.24,0.12,-0.24,-58.00,-9.00,-38.00
0.02,-0.02,-1.01,-0.49,0.12,-0.24,-53.00,-10.00,-36.00
0.02,-0.02,-1.01,-0.43,0.18,-0.18,-54.00,-11.00,-33.00
0.02,-0.02,-1.01,-0.79,0.18,-0.31,-52.00,-9.00,-39.00
0.02,-0.02,-1.01,-0.55,0.12,-0.31,-53.00,-14.00,-37.00
0.02,-0.02,-1.01,-0.67,0.18,-0.24,-52.00,-11.00,-38.00
0.02,-0.02,-1.01,-0.61,0.18,-0.18,-54.00,-14.00,-38.00
0.02,-0.02,-1.01,-0.55,0.12,-0.37,-54.00,-13.00,-39.00
0.02,-0.02,-1.01,-0.61,0.18,-0.24,-52.00,-12.00,-38.00
0.02,-0.02,-1.01,-0.37,0.18,-0.24,-54.00,-11.00,-39.00
0.02,-0.02,-1.01,-0.49,0.12,-0.31,-53.00,-12.00,-40.00
0.02,-0.02,-1.01,-0.24,0.31,-0.31,-52.00,-11.00,-37.00
0.02,-0.02,-1.01,-0.31,0.06,-0.24,-52.00,-13.00,-40.00
0.02,-0.02,-1.01,-0.31,0.18,-0.24,-53.00,-10.00,-38.00
0.02,-0.02,-1.01,0.00,0.18,-0.24,-52.00,-11.00,-39.00
0.02,-0.02,-1.01,-0.24,0.24,-0.18,-54.00,-13.00,-38.00
0.02,-0.02,-1.01,-0.18,0.18,-0.12,-51.00,-11.00,-34.00
