ax,ay,az,gx,gy,gz,mx,my,mz
0.01,-0.02,-1.01,-0.31,0.06,-0.24,149.00,19.00,-159.00
0.01,-0.02,-1.01,-0.31,0.18,-0.31,147.00,21.00,-153.00
0.01,-0.02,-1.01,-0.24,0.24,-0.18,149.00,22.00,-157.00
0.01,-0.02,-1.01,-0.37,0.18,-0.18,149.00,19.00,-155.00
0.01,-0.02,-1.01,-0.37,0.12,-0.18,149.00,20.00,-154.00
0.01,-0.02,-1.01,-0.37,0.18,-0.18,150.00,19.00,-154.00
0.01,-0.02,-1.01,-0.31,0.18,-0.12,149.00,19.00,-156.00
0.01,-0.02,-1.01,-0.31,0.18,-0.18,148.00,21.00,-156.00
0.01,-0.02,-1.01,-0.55,0.18,-0.24,151.00,22.00,-154.00
0.01,-0.02,-1.01,-0.43,0.12,-0.24,149.00,19.00,-153.00
0.01,-0.02,-1.01,-0.37,0.12,-0.18,148.00,19.00,-153.00
0.01,-0.02,-1.01,-0.37,0.06,-0.18,149.00,21.00,-153.00
0.01,-0.02,-1.01,-0.37,0.18,-0.24,149.00,20.00,-157.00
0.01,-0.02,-1.01,-0.31,0.18,-0.18,149.00,21.00,-158.00
0.01,-0.02,-1.01,-0.31,0.18,-0.24,147.00,22.00,-157.00
0.01,-0.02,-1.01,-0.43,0.18,-0.24,149.00,22.00,-153.00
0.01,-0.02,-1.01,-0.49,0.12,-0.18,148.00,22.00,-155.00
0.01,-0.02,-1.01,-0.24,0.18,-0.18,148.00,21.00,-158.00
0.01,-0.02,-1.01,-0.43,0.18,-0.18,149.00,19.00,-158.00
0.01,-0.02,-1.01,-0.49,0.12,-0.24,149.00,22.00,-159.00
0.01,-0.02,-1.01,-0.37,0.24,-0.18,148.00,21.00,-155.00
0.01,-0.02,-1.01,-0.43,0.18,-0.18,148.00,20.00,-154.00
0.01,-0.02,-1.01,-0.49,0.12,-0.18,148.00,20.00,-153.00
0.01,-0.02,-1.01,-0.37,0.24,-0.24,149.00,22.00,-155.00
0.01,-0.02,-1.01,-0.31,0.24,-0.24,150.00,19.00,-156.00
0.01,-0.02,-1.01,-0.37,0.12,-0.24,149.00,20.00,-155.00
0.01,-0.02,-1.01,-0.43,0.12,-0.18,148.00,20.00,-154.00
0.01,-0.02,-1.01,-0.43,0.24,-0.18,149.00,21.00,-157.00
0.01,-0.02,-1.01,-0.43,0.18,-0.18,151.00,21.00,-156.00
0.01,-0.02,-1.01,-0.31,0.18,-0.24,147.00,21.00,-161.00
0.01,-0.02,-1.01,-0.37,0.12,-0.18,149.00,20.00,-156.00
0.01,-0.02,-1.01,-0.31,0.12,-0.18,149.00,21.00,-157.00
0.01,-0.02,-1.01,-0.43,0.18,-0.18,149.00,21.00,-154.00
