ax,ay,az,gx,gy,gz,mx,my,mz
1.00,-0.09,0.02,0.12,0.67,-0.67,-13.00,24.00,-50.00
1.00,-0.10,0.02,0.67,-0.37,-1.04,-11.00,25.00,-48.00
1.00,-0.09,0.02,0.55,0.55,-1.10,-10.00,25.00,-51.00
1.00,-0.09,0.02,-0.61,0.55,0.06,-13.00,24.00,-50.00
1.00,-0.10,0.02,-1.71,0.73,0.43,-13.00,23.00,-50.00
1.00,-0.09,0.02,0.00,0.00,-0.79,-12.00,22.00,-47.00
1.00,-0.09,0.02,-0.31,-0.49,-0.06,-11.00,22.00,-51.00
1.00,-0.09,0.02,-1.10,0.12,0.31,-12.00,25.00,-49.00
1.00,-0.09,0.02,-0.85,0.12,0.37,-13.00,26.00,-52.00
1.00,-0.09,0.01,0.92,0.67,-1.10,-12.00,24.00,-53.00
1.00,-0.09,0.02,0.00,-0.12,-0.55,-13.00,25.00,-52.00
1.00,-0.10,0.02,0.37,-0.67,-1.16,-11.00,23.00,-49.00
1.00,-0.10,0.02,-0.06,-0.31,-0.61,-11.00,25.00,-51.00
1.00,-0.09,0.02,-0.37,-0.73,-0.24,-10.00,23.00,-48.00
1.00,-0.09,0.02,-1.65,0.18,0.79,-11.00,26.00,-50.00
1.00,-0.09,0.02,-0.92,0.00,-0.12,-13.00,23.00,-50.00
1.00,-0.11,0.03,1.34,-0.67,-2.26,-11.00,23.00,-48.00
1.00,-0.09,0.02,-0.73,0.37,0.37,-10.00,25.00,-47.00
1.00,-0.10,0.02,-1.40,0.85,0.24,-12.00,25.00,-50.00
1.00,-0.10,0.03,0.43,0.73,-0.92,-11.00,24.00,-55.00
1.00,-0.10,0.02,-2.62,0.49,0.92,-14.00,25.00,-50.00
1.00,-0.10,0.03,-1.10,-0.31,0.37,-11.00,27.00,-51.00
1.00,-0.10,0.02,-1.77,0.43,0.85,-11.00,26.00,-48.00
1.00,-0.10,0.02,-1.46,0.79,0.67,-14.00,25.00,-47.00
1.00,-0.09,0.02,-1.10,0.67,0.24,-12.00,25.00,-50.00
1.00,-0.09,0.03,0.37,-0.31,-0.67,-13.00,25.00,-48.00
1.00,-0.10,0.03,0.49,-0.12,-0.98,-13.00,23.00,-47.00
1.00,-0.09,0.02,-0.55,0.18,0.43,-13.00,24.00,-46.00
1.00,-0.09,0.02,-0.55,-0.49,0.24,-14.00,24.00,-44.00
1.00,-0.09,0.02,-0.73,0.37,0.37,-10.00,25.00,-47.00
